KIDSDRIV,AGE,HOMEKIDS,YOJ,TIF,CLM_FREQ,MVR_PTS,CAR_AGE,Income_converted,HOME_VAL_converted,BLUEBOOK_converted,LE_PARENT1,LE_MSTATUS,LE_EDUCATION,LE_CAR_USE,LE_CAR_TYPE,LE_REVOKED
1,38.0,3,15.0,3,1,0,1.0,20145.0,128953.0,5200.0,0,0,4,1,3,1
1,63.0,1,10.0,4,1,9,14.0,44866.0,203341.0,11160.0,0,0,2,1,3,1
1,40.0,2,11.0,13,2,5,15.0,85273.0,257283.0,19070.0,1,1,2,1,5,0
0,39.0,2,9.0,6,2,0,15.0,133920.0,0.0,18790.0,1,1,2,1,0,1
1,63.0,1,11.0,4,0,0,12.0,54297.0,231033.0,12150.0,0,0,1,1,3,0
0,33.0,2,10.0,1,2,9,10.0,53041.0,147510.0,19240.0,0,0,4,0,2,0
2,38.0,2,12.0,6,2,5,1.0,102020.0,0.0,15500.0,1,1,2,1,5,0
0,52.0,0,13.0,4,1,1,15.0,63301.0,213026.0,26630.0,0,0,1,0,1,0
0,48.0,0,12.0,4,2,9,1.0,63260.0,0.0,24160.0,0,1,4,0,0,0
1,40.0,2,0.0,10,0,0,1.0,0.0,50343.0,5500.0,0,0,4,1,3,0
0,50.0,0,6.0,1,2,3,8.0,15905.0,0.0,8090.0,0,0,4,0,0,0
0,44.0,2,0.0,6,2,7,9.0,0.0,0.0,1500.0,0,0,4,0,5,0
0,49.0,0,11.0,13,2,0,10.0,776.0,108249.0,12960.0,0,0,1,1,5,1
1,38.0,3,14.0,1,1,0,6.0,89065.0,229172.0,14210.0,0,0,1,0,0,1
0,35.0,2,14.0,13,0,3,14.0,127504.0,0.0,15380.0,1,1,3,1,5,1
0,58.0,0,11.0,10,3,4,15.0,70745.0,237422.0,16730.0,0,1,1,0,4,0
0,36.0,0,0.0,4,3,2,11.0,0.0,0.0,16280.0,0,1,1,0,0,0
1,38.0,2,12.0,1,0,0,1.0,40197.0,160874.0,9720.0,1,1,4,0,2,1
1,43.0,3,14.0,3,1,5,10.0,77437.0,218079.0,13540.0,0,0,1,0,5,0
1,39.0,2,15.0,1,1,0,7.0,5538.0,78372.0,5950.0,0,0,1,1,3,0
0,37.0,1,12.0,1,2,1,1.0,5678.0,0.0,2070.0,1,1,0,1,5,0
0,61.0,0,15.0,4,1,0,1.0,47534.0,199888.0,12350.0,0,0,0,1,5,0
0,48.0,0,6.0,1,3,2,12.0,33434.0,176292.0,6300.0,0,0,1,1,5,0
0,34.0,1,13.0,4,0,0,8.0,37806.0,173130.0,3680.0,0,0,1,1,5,0
0,48.0,0,9.0,6,2,4,1.0,44808.0,199470.0,10780.0,0,0,4,0,2,0
0,50.0,0,12.0,1,0,0,13.0,70135.0,0.0,13510.0,0,1,2,1,0,0
0,41.0,0,10.0,13,3,0,10.0,136585.0,0.0,22060.0,0,1,2,1,4,0
0,41.0,0,12.0,7,0,0,8.0,56447.0,205861.0,24660.0,0,1,1,0,0,0
0,38.0,1,0.0,6,0,0,12.0,0.0,0.0,16880.0,1,1,4,0,5,0
0,51.0,0,11.0,4,0,1,14.0,134582.0,371127.0,30950.0,0,0,1,0,1,0
0,35.0,0,5.0,7,1,0,15.0,54922.0,181427.0,18710.0,0,0,1,1,3,1
0,40.0,0,11.0,7,3,7,1.0,67700.0,0.0,12230.0,0,1,4,0,5,0
0,47.0,0,0.0,6,1,0,10.0,0.0,0.0,6200.0,0,1,2,1,2,1
0,37.0,2,4.0,6,2,7,4.0,18127.0,129798.0,23270.0,0,0,0,1,0,0
1,45.0,2,13.0,4,2,4,8.0,111560.0,0.0,6000.0,1,1,2,0,2,1
0,48.0,0,11.0,3,1,0,1.0,49370.0,0.0,6440.0,0,1,4,0,0,0
0,57.0,0,11.0,12,1,3,9.0,14500.0,112458.0,8650.0,0,0,1,1,5,0
0,53.0,0,12.0,4,1,1,1.0,28637.0,0.0,6600.0,0,1,0,1,2,1
0,39.0,3,8.0,1,0,2,3.0,24062.0,149083.0,12510.0,0,0,0,1,3,0
0,39.0,0,10.0,3,0,0,20.0,23756.0,0.0,7780.0,0,1,2,1,3,1
0,33.0,1,9.0,6,1,3,18.0,73988.0,238468.0,11670.0,0,0,2,1,2,0
0,36.0,0,10.0,4,0,4,1.0,38317.0,0.0,5330.0,0,1,0,0,2,0
1,37.0,1,12.0,1,0,3,9.0,23048.0,132852.0,21780.0,0,0,4,0,2,0
0,28.0,1,0.0,3,1,4,6.0,0.0,0.0,15370.0,1,1,4,1,3,0
0,48.0,1,10.0,3,0,0,7.0,33332.0,104797.0,26710.0,0,0,0,0,2,0
0,50.0,0,13.0,10,1,4,3.0,36504.0,209726.0,10150.0,0,1,0,1,5,0
0,32.0,2,9.0,6,3,6,3.0,19063.0,0.0,8190.0,1,1,0,1,3,0
0,67.0,0,12.0,1,0,0,20.0,56946.0,246083.0,26020.0,0,0,2,1,0,0
0,49.0,0,11.0,1,4,4,9.0,34390.0,0.0,6300.0,0,1,1,0,3,0
1,48.0,1,11.0,7,2,7,1.0,48198.0,0.0,11280.0,1,1,0,1,3,0
0,35.0,2,10.0,1,2,3,10.0,71827.0,193298.0,5000.0,0,0,4,0,0,0
0,39.0,0,5.0,7,3,9,1.0,26727.0,148853.0,21990.0,0,0,4,1,0,0
1,56.0,2,0.0,10,0,0,7.0,0.0,0.0,7100.0,0,0,4,0,5,0
0,41.0,1,13.0,1,0,4,10.0,69777.0,231278.0,12980.0,0,0,1,1,0,0
0,59.0,0,12.0,1,1,4,1.0,46087.0,180425.0,15750.0,0,0,1,0,0,1
0,57.0,0,14.0,1,3,2,6.0,37694.0,175270.0,10970.0,0,0,0,1,2,0
0,40.0,1,7.0,6,1,7,1.0,34512.0,0.0,8950.0,1,1,4,0,2,0
0,35.0,0,9.0,1,2,7,8.0,32494.0,124012.0,20140.0,0,1,4,1,5,0
0,47.0,0,10.0,1,0,2,15.0,55183.0,0.0,7020.0,0,1,1,0,0,0
0,65.0,0,12.0,6,0,1,10.0,60349.0,247580.0,14030.0,0,0,2,1,3,1
0,41.0,0,12.0,4,0,2,1.0,70478.0,0.0,12650.0,0,1,4,1,5,1
0,39.0,0,13.0,1,0,0,6.0,3241.0,100093.0,5720.0,0,0,0,1,5,0
0,35.0,2,14.0,3,2,2,16.0,114506.0,293583.0,16450.0,1,1,3,1,0,0
0,18.0,2,14.0,6,3,4,9.0,479.0,0.0,7940.0,0,0,4,1,3,0
0,41.0,3,8.0,3,0,0,9.0,38813.0,127229.0,5600.0,0,0,1,1,5,0
0,45.0,3,17.0,3,1,2,16.0,35457.0,203037.0,19680.0,0,0,2,0,4,0
0,58.0,0,11.0,6,0,4,7.0,20575.0,187632.0,6590.0,0,0,0,1,5,0
0,47.0,0,11.0,1,0,1,7.0,31392.0,142235.0,1500.0,0,0,0,1,0,1
2,36.0,3,0.0,7,0,2,1.0,0.0,0.0,5100.0,0,0,4,0,2,0
0,34.0,4,13.0,4,1,5,1.0,14903.0,100046.0,2990.0,0,0,0,1,3,0
0,50.0,0,12.0,1,1,4,18.0,134888.0,319144.0,22160.0,0,1,2,0,4,1
0,56.0,0,16.0,1,3,0,8.0,35133.0,216843.0,15780.0,0,0,1,1,0,0
0,40.0,1,12.0,4,2,8,1.0,41356.0,136345.0,9640.0,1,1,4,0,5,1
0,40.0,3,16.0,13,0,0,10.0,92951.0,280562.0,5500.0,0,0,4,0,2,0
0,43.0,0,11.0,4,0,2,9.0,40754.0,160597.0,9880.0,0,0,1,0,2,0
0,36.0,0,10.0,1,0,3,1.0,15927.0,130924.0,6900.0,0,0,4,0,2,0
0,33.0,1,12.0,6,2,6,13.0,0.0,58710.0,11190.0,0,0,1,1,2,0
0,39.0,2,12.0,7,3,0,7.0,35362.0,0.0,8940.0,1,1,0,0,2,0
3,56.0,3,18.0,1,2,9,11.0,67745.0,288257.0,13870.0,0,0,1,1,5,0
0,35.0,2,10.0,3,1,7,10.0,71827.0,193298.0,22460.0,0,0,4,0,4,0
0,45.0,0,13.0,1,1,1,8.0,65442.0,209679.0,22420.0,0,1,4,0,4,1
0,49.0,0,11.0,6,3,3,7.0,51371.0,208185.0,23360.0,0,0,4,0,1,0
0,33.0,2,0.0,10,2,5,10.0,0.0,0.0,13930.0,1,1,4,0,0,0
0,22.0,3,10.0,1,0,7,7.0,3461.0,0.0,9360.0,1,1,4,0,2,0
2,41.0,2,0.0,1,0,3,17.0,0.0,0.0,11100.0,1,1,2,1,3,1
1,48.0,1,11.0,4,1,2,20.0,84042.0,263403.0,6300.0,0,0,2,1,3,0
0,51.0,0,12.0,7,5,4,5.0,76916.0,255588.0,14290.0,0,0,2,1,5,0
0,49.0,0,13.0,6,1,3,7.0,43560.0,174690.0,10760.0,0,0,1,1,2,0
0,53.0,0,15.0,11,0,1,1.0,55659.0,235880.0,12370.0,0,0,4,0,0,0
2,45.0,2,12.0,3,3,0,1.0,61705.0,217907.0,16710.0,1,1,4,0,0,0
0,39.0,2,10.0,4,2,4,1.0,30618.0,157285.0,8460.0,0,0,4,0,2,0
1,48.0,1,14.0,4,2,5,14.0,12981.0,142714.0,7600.0,1,1,2,1,3,0
0,35.0,2,17.0,3,0,0,13.0,50879.0,217901.0,17890.0,0,0,1,0,0,0
0,24.0,4,12.0,7,2,0,6.0,803.0,114965.0,3980.0,1,1,0,1,3,0
0,51.0,0,11.0,1,0,3,17.0,51041.0,0.0,20580.0,0,1,2,1,5,1
1,43.0,2,11.0,6,2,0,7.0,37520.0,157574.0,9550.0,1,1,0,0,2,0
0,41.0,0,13.0,4,1,2,9.0,57615.0,181310.0,18510.0,0,0,1,0,4,0
0,42.0,0,9.0,4,0,2,1.0,44059.0,206758.0,5800.0,0,0,0,1,5,0
0,47.0,0,6.0,1,2,8,1.0,22358.0,0.0,19840.0,0,1,4,1,5,0
0,34.0,2,9.0,3,3,6,1.0,33538.0,0.0,16380.0,1,1,0,0,4,0
0,39.0,0,10.0,13,0,2,8.0,116247.0,0.0,1500.0,0,1,1,0,0,0
0,57.0,0,12.0,17,0,0,10.0,70400.0,0.0,30390.0,0,1,1,0,1,0
0,49.0,0,6.0,1,1,5,1.0,61068.0,0.0,22780.0,0,1,4,0,1,0
0,40.0,0,9.0,6,1,6,14.0,103903.0,0.0,15020.0,0,1,2,1,0,0
0,59.0,0,11.0,6,0,0,8.0,39099.0,154311.0,21070.0,0,0,4,0,4,0
0,52.0,0,9.0,6,3,5,1.0,39157.0,130089.0,22480.0,0,0,4,0,4,0
0,57.0,0,13.0,10,0,0,13.0,119975.0,339052.0,13500.0,0,0,3,1,5,1
2,39.0,3,13.0,6,1,0,1.0,26694.0,133159.0,9210.0,0,0,4,1,5,0
0,51.0,0,4.0,7,3,3,17.0,67954.0,0.0,22440.0,0,1,2,1,5,0
0,52.0,0,14.0,10,0,2,7.0,15512.0,117398.0,26920.0,0,1,0,1,5,0
2,58.0,2,12.0,1,5,3,22.0,89240.0,287331.0,10420.0,0,0,2,1,5,0
1,41.0,2,13.0,10,0,2,8.0,65885.0,0.0,8090.0,1,1,4,0,5,1
0,49.0,0,13.0,6,0,2,1.0,51677.0,0.0,19390.0,0,1,4,0,4,0
0,59.0,0,14.0,4,1,0,9.0,45594.0,0.0,12570.0,0,1,4,0,5,0
0,60.0,0,15.0,6,4,1,11.0,8585.0,114615.0,24900.0,0,0,1,0,2,0
1,50.0,1,11.0,1,0,7,12.0,116927.0,0.0,6300.0,1,1,3,1,5,0
0,31.0,4,12.0,11,0,0,1.0,41855.0,197553.0,14330.0,0,0,4,1,5,0
0,58.0,0,8.0,11,2,5,13.0,4334.0,0.0,7730.0,0,1,1,0,2,0
0,37.0,0,6.0,12,2,1,5.0,16069.0,137554.0,10530.0,0,0,0,0,2,0
0,46.0,0,12.0,9,4,3,15.0,96729.0,270745.0,16400.0,0,1,3,0,2,0
0,46.0,0,14.0,3,2,2,1.0,48284.0,180887.0,10880.0,0,0,0,0,2,1
0,42.0,0,10.0,1,0,3,1.0,78883.0,239377.0,13590.0,0,0,1,1,0,0
0,39.0,0,10.0,6,2,4,11.0,77591.0,0.0,13160.0,0,1,1,0,5,1
2,42.0,3,14.0,6,0,5,9.0,36463.0,184091.0,5700.0,0,0,0,0,5,0
0,44.0,0,0.0,13,1,0,7.0,0.0,0.0,5900.0,0,1,4,0,0,0
0,37.0,2,8.0,10,4,6,13.0,82971.0,240550.0,5200.0,0,0,2,1,5,0
0,50.0,0,6.0,1,3,1,10.0,40681.0,192334.0,1500.0,0,0,4,1,3,0
0,44.0,3,16.0,4,2,4,3.0,5409.0,97653.0,9390.0,0,0,0,0,2,0
0,41.0,2,12.0,4,2,4,1.0,9785.0,92435.0,16130.0,0,0,0,1,5,0
0,25.0,1,11.0,7,2,4,7.0,23245.0,0.0,7410.0,1,1,4,1,2,0
1,40.0,2,9.0,14,0,1,12.0,67295.0,220104.0,19620.0,0,0,1,0,0,0
0,34.0,2,12.0,10,2,0,6.0,55353.0,203703.0,4800.0,1,1,4,0,0,0
0,51.0,0,11.0,4,1,2,7.0,49451.0,0.0,11550.0,0,1,4,0,0,0
0,28.0,0,0.0,6,2,6,10.0,0.0,0.0,4300.0,0,1,1,1,5,1
0,52.0,0,9.0,4,3,1,19.0,100099.0,262480.0,17860.0,0,1,2,0,2,1
0,42.0,0,13.0,6,3,8,1.0,43301.0,163397.0,23340.0,0,0,4,0,3,0
2,42.0,3,0.0,1,4,2,8.0,0.0,83913.0,19620.0,1,1,4,0,2,1
0,48.0,0,12.0,1,0,0,1.0,73342.0,0.0,31440.0,0,1,4,0,1,0
0,54.0,0,13.0,4,2,0,9.0,65825.0,237062.0,8080.0,0,0,4,1,2,0
0,43.0,0,9.0,1,2,0,1.0,12953.0,0.0,2800.0,0,1,1,1,0,0
0,49.0,0,12.0,9,0,0,1.0,44497.0,0.0,14990.0,0,1,4,0,0,0
1,44.0,1,13.0,1,1,0,16.0,80824.0,259932.0,9580.0,0,0,2,1,0,1
1,45.0,2,13.0,6,0,0,1.0,81255.0,231143.0,15810.0,1,1,4,1,5,1
0,33.0,3,14.0,1,0,0,1.0,6607.0,0.0,15770.0,0,0,0,1,0,0
1,38.0,2,0.0,1,2,4,5.0,0.0,0.0,5300.0,0,0,4,0,0,0
0,39.0,0,9.0,4,1,0,1.0,59833.0,0.0,9930.0,0,1,1,1,5,0
0,40.0,0,12.0,6,1,3,1.0,31162.0,0.0,6100.0,0,1,0,1,3,0
0,27.0,3,12.0,11,3,7,8.0,0.0,0.0,20510.0,1,1,1,0,3,0
1,42.0,4,0.0,16,2,0,1.0,0.0,93311.0,9090.0,1,1,4,0,5,0
1,37.0,2,13.0,4,0,4,1.0,35718.0,145487.0,8770.0,0,0,4,0,2,0
3,45.0,3,6.0,1,2,1,1.0,29955.0,86034.0,11510.0,0,0,4,1,5,0
0,54.0,0,15.0,13,0,1,1.0,4716.0,120571.0,7770.0,0,0,4,1,2,0
0,48.0,0,9.0,7,3,2,1.0,77344.0,242830.0,24680.0,0,1,4,0,1,0
1,43.0,1,12.0,4,1,5,1.0,33888.0,0.0,9190.0,1,1,1,0,2,0
0,35.0,0,10.0,1,0,6,11.0,33087.0,92673.0,22950.0,0,1,4,0,1,0
0,46.0,0,9.0,1,2,3,10.0,63990.0,228402.0,8410.0,0,1,4,0,2,1
0,50.0,0,8.0,7,2,3,1.0,93870.0,286090.0,27140.0,0,0,4,0,1,0
0,38.0,0,9.0,1,1,5,9.0,21001.0,110313.0,14990.0,0,1,4,1,5,0
0,34.0,1,0.0,1,0,3,9.0,0.0,0.0,4900.0,0,0,4,0,5,0
0,38.0,0,9.0,3,0,5,7.0,71179.0,226918.0,17560.0,0,0,1,0,4,0
0,45.0,2,13.0,3,1,10,1.0,21335.0,0.0,8130.0,1,1,0,1,5,0
0,28.0,0,7.0,1,0,2,1.0,23553.0,0.0,18820.0,0,1,0,1,5,0
0,46.0,1,9.0,3,3,0,5.0,49680.0,228046.0,6100.0,1,1,1,0,2,0
0,54.0,0,6.0,4,3,8,5.0,52206.0,188403.0,12120.0,0,0,4,0,0,0
1,38.0,1,11.0,1,2,3,8.0,105307.0,281950.0,30260.0,1,1,1,0,1,0
0,46.0,0,10.0,16,1,0,13.0,68485.0,228016.0,18820.0,0,1,1,0,4,0
2,37.0,2,9.0,1,2,7,9.0,116092.0,0.0,33760.0,1,1,1,1,0,0
0,30.0,1,12.0,1,0,0,1.0,44609.0,193747.0,8960.0,1,1,0,1,3,1
0,40.0,0,14.0,10,4,0,22.0,61105.0,158995.0,13780.0,0,0,2,1,0,0
0,43.0,0,11.0,6,0,1,12.0,69071.0,214053.0,13400.0,0,1,4,0,0,0
0,33.0,2,12.0,1,2,3,12.0,60707.0,208744.0,10870.0,0,0,1,1,3,0
0,52.0,0,12.0,3,0,3,1.0,11545.0,0.0,26900.0,0,1,4,1,5,0
3,41.0,3,14.0,4,1,9,11.0,73581.0,237829.0,8860.0,0,0,1,1,3,0
1,37.0,3,13.0,4,2,0,14.0,88137.0,256436.0,17680.0,0,0,2,0,4,1
0,44.0,3,14.0,1,2,3,8.0,53303.0,207701.0,11230.0,0,0,4,0,3,0
3,43.0,3,10.0,1,0,5,1.0,36436.0,0.0,31000.0,1,1,0,1,2,1
0,54.0,0,12.0,6,0,0,1.0,52722.0,0.0,21390.0,0,1,4,0,4,0
0,50.0,0,13.0,9,2,0,1.0,42226.0,211402.0,6500.0,0,0,4,0,3,1
0,35.0,0,8.0,15,2,5,5.0,96291.0,0.0,14320.0,0,1,1,0,5,0
0,34.0,2,0.0,7,0,2,1.0,0.0,0.0,4900.0,0,0,4,1,5,0
0,19.0,0,5.0,10,0,4,5.0,3871.0,76851.0,3790.0,0,0,4,1,3,0
2,40.0,2,11.0,13,1,1,1.0,63913.0,0.0,5500.0,1,1,4,0,2,0
0,43.0,4,0.0,6,1,1,7.0,0.0,0.0,14080.0,1,1,1,0,5,0
2,40.0,3,14.0,1,2,2,10.0,58914.0,0.0,16220.0,1,1,1,1,4,0
0,46.0,0,12.0,17,3,7,1.0,38388.0,0.0,14480.0,0,1,4,0,3,0
1,45.0,3,12.0,8,1,3,9.0,80127.0,223205.0,29850.0,0,0,1,1,3,1
0,34.0,4,0.0,7,2,9,1.0,0.0,0.0,11730.0,1,1,4,0,5,1
0,40.0,0,11.0,1,0,0,1.0,32265.0,0.0,15850.0,0,1,4,1,0,0
0,34.0,4,13.0,1,3,0,3.0,16436.0,127447.0,23320.0,0,0,0,0,1,0
0,32.0,0,11.0,1,1,4,20.0,84255.0,260802.0,16050.0,0,1,2,1,0,0
0,39.0,3,14.0,4,3,7,1.0,51524.0,0.0,10550.0,1,1,0,1,5,0
0,23.0,1,10.0,10,0,1,7.0,13991.0,117778.0,10960.0,0,0,0,0,2,0
0,51.0,0,13.0,10,1,5,1.0,18273.0,0.0,6600.0,0,1,0,1,5,0
0,49.0,0,14.0,6,0,3,15.0,115320.0,311697.0,20540.0,0,0,2,1,0,0
3,36.0,3,10.0,10,0,2,7.0,60589.0,0.0,11160.0,1,1,1,1,5,0
0,38.0,0,9.0,11,0,0,9.0,62290.0,223013.0,14640.0,0,1,1,0,0,1
0,34.0,3,0.0,6,3,0,1.0,0.0,0.0,31810.0,1,1,4,0,1,0
0,36.0,0,0.0,10,3,4,1.0,0.0,50322.0,12270.0,0,1,0,1,5,0
0,38.0,0,13.0,10,3,5,9.0,23711.0,0.0,7670.0,0,1,4,1,2,0
0,45.0,0,15.0,3,1,0,15.0,65166.0,254586.0,11500.0,0,0,3,1,3,1
0,36.0,1,10.0,1,0,3,12.0,75263.0,207877.0,16560.0,1,1,1,1,5,1
0,46.0,0,5.0,1,2,3,8.0,136371.0,0.0,27540.0,0,1,3,0,1,1
1,43.0,2,10.0,10,0,0,1.0,41796.0,0.0,17750.0,1,1,4,1,5,0
0,27.0,3,0.0,1,0,5,14.0,0.0,0.0,22500.0,0,0,1,0,2,0
1,58.0,2,14.0,3,0,4,10.0,36626.0,0.0,19790.0,1,1,4,0,4,0
0,53.0,0,12.0,1,2,4,6.0,25972.0,97541.0,10860.0,0,0,4,1,5,0
2,44.0,2,11.0,7,2,8,7.0,104682.0,0.0,25950.0,1,1,1,1,0,0
0,60.0,0,12.0,7,1,7,18.0,77658.0,272962.0,15270.0,0,0,2,1,5,0
0,40.0,0,11.0,1,0,3,8.0,62849.0,225934.0,11780.0,0,0,1,1,3,0
0,37.0,0,8.0,1,1,3,10.0,30848.0,160731.0,31500.0,0,0,0,0,0,0
1,40.0,1,6.0,11,0,0,1.0,24498.0,0.0,9920.0,1,1,4,1,5,0
0,34.0,1,11.0,4,0,1,11.0,98273.0,295335.0,28190.0,1,1,2,0,1,0
0,36.0,2,11.0,1,0,2,1.0,93067.0,0.0,10810.0,1,1,1,0,2,0
0,30.0,1,13.0,3,0,0,4.0,20631.0,110165.0,4630.0,0,0,4,1,0,1
0,49.0,0,13.0,1,2,0,12.0,48983.0,190088.0,11010.0,0,0,3,0,2,0
0,40.0,0,10.0,13,0,1,5.0,59566.0,207187.0,8260.0,0,1,4,0,5,0
2,45.0,2,12.0,1,0,0,1.0,48124.0,226555.0,10810.0,1,1,4,1,5,1
0,47.0,0,15.0,4,1,3,8.0,34132.0,147155.0,9610.0,0,0,4,0,0,0
0,44.0,2,17.0,4,0,4,6.0,24469.0,128238.0,27450.0,0,0,0,0,1,0
0,52.0,0,13.0,1,0,3,8.0,23714.0,121354.0,9070.0,0,0,0,0,2,0
0,25.0,4,11.0,6,2,1,16.0,49576.0,160042.0,6460.0,1,1,2,1,5,0
0,53.0,0,12.0,4,1,0,6.0,27652.0,145983.0,21460.0,0,1,4,1,4,0
0,26.0,1,11.0,1,0,6,1.0,42687.0,0.0,17200.0,1,1,4,0,0,0
0,41.0,0,9.0,1,1,8,8.0,74706.0,0.0,26530.0,0,1,1,0,1,0
0,42.0,2,14.0,7,4,2,10.0,55328.0,0.0,11230.0,1,1,4,0,0,0
0,45.0,0,13.0,1,0,3,1.0,8234.0,0.0,1650.0,0,0,0,1,0,1
0,26.0,2,12.0,10,4,0,1.0,41746.0,0.0,8270.0,1,1,4,0,2,0
0,62.0,0,12.0,3,3,3,1.0,23264.0,205740.0,19120.0,0,0,4,1,3,0
0,35.0,2,12.0,10,1,7,7.0,62783.0,0.0,4900.0,1,1,4,0,2,0
1,36.0,2,12.0,4,2,6,19.0,95942.0,0.0,14690.0,1,1,2,1,5,1
0,58.0,0,14.0,6,1,0,1.0,2724.0,0.0,15220.0,0,1,0,1,5,1
0,41.0,0,9.0,1,1,0,1.0,27521.0,141133.0,8350.0,0,0,0,1,3,0
2,41.0,3,11.0,15,1,3,1.0,63610.0,0.0,11960.0,1,1,4,1,0,1
0,46.0,0,10.0,1,2,5,1.0,70840.0,0.0,17140.0,0,1,1,1,0,0
0,57.0,0,12.0,1,0,4,3.0,35436.0,187051.0,10100.0,0,0,4,0,5,0
0,62.0,0,12.0,10,0,5,1.0,34033.0,0.0,19010.0,0,1,4,0,4,1
0,34.0,3,0.0,1,0,0,6.0,0.0,74744.0,4900.0,0,0,1,1,3,0
0,26.0,3,13.0,11,2,11,1.0,7832.0,58632.0,7620.0,0,0,0,1,5,0
0,44.0,1,12.0,1,0,2,8.0,51120.0,0.0,26840.0,1,1,4,0,1,1
0,46.0,0,13.0,4,0,0,6.0,33953.0,164542.0,12040.0,0,0,0,1,0,0
1,39.0,1,13.0,1,0,0,1.0,13765.0,82223.0,22960.0,0,0,0,1,0,0
0,56.0,0,10.0,1,0,0,17.0,18237.0,128367.0,8920.0,0,0,2,1,5,1
0,34.0,2,0.0,1,1,0,1.0,0.0,0.0,15890.0,0,0,4,1,5,0
0,49.0,0,13.0,17,3,0,1.0,55447.0,0.0,13650.0,0,1,0,1,5,0
2,44.0,3,14.0,3,0,0,5.0,15385.0,0.0,9670.0,1,1,0,1,5,0
0,27.0,3,9.0,6,0,1,1.0,10852.0,0.0,10830.0,1,1,0,1,5,0
0,40.0,0,11.0,1,0,1,1.0,30069.0,168683.0,9460.0,0,0,4,1,3,1
0,39.0,0,12.0,6,0,0,6.0,70862.0,225345.0,4740.0,0,0,1,1,2,1
0,38.0,0,0.0,1,2,4,1.0,0.0,87708.0,20260.0,0,0,0,0,4,0
0,44.0,0,8.0,1,0,0,17.0,79899.0,0.0,9490.0,0,1,2,1,3,0
0,66.0,0,13.0,6,0,0,13.0,70618.0,263650.0,19810.0,0,0,3,1,3,0
0,43.0,0,11.0,4,0,0,7.0,58251.0,210945.0,19030.0,0,1,1,0,4,1
0,32.0,3,0.0,6,0,0,4.0,0.0,64184.0,13140.0,0,0,1,1,3,0
0,19.0,3,11.0,14,0,4,10.0,5228.0,0.0,15080.0,1,1,4,0,5,0
0,28.0,1,12.0,4,1,1,8.0,24814.0,103896.0,7750.0,0,0,0,1,0,0
0,46.0,0,6.0,1,1,0,14.0,112465.0,0.0,24330.0,0,1,2,0,1,0
0,53.0,0,0.0,1,0,1,1.0,0.0,66839.0,6800.0,0,0,4,1,3,0
0,35.0,2,12.0,6,2,9,1.0,30111.0,0.0,4510.0,1,1,4,1,2,0
0,47.0,0,16.0,1,2,2,6.0,54807.0,183953.0,7280.0,0,0,4,0,2,0
3,42.0,3,4.0,1,2,4,8.0,19759.0,0.0,15100.0,1,1,0,1,0,1
0,47.0,0,12.0,1,1,3,9.0,28107.0,0.0,9010.0,0,1,4,1,3,0
0,53.0,0,10.0,1,0,0,7.0,41924.0,0.0,6800.0,0,1,4,1,5,0
0,32.0,4,12.0,4,0,0,1.0,4564.0,0.0,13810.0,1,1,4,0,3,0
0,66.0,0,7.0,13,4,0,13.0,78458.0,267837.0,14910.0,0,0,1,0,5,0
1,40.0,2,14.0,1,4,4,7.0,67700.0,200231.0,17430.0,1,1,1,1,4,0
0,42.0,0,13.0,6,2,6,9.0,40277.0,156362.0,5530.0,0,1,1,0,2,0
0,26.0,0,10.0,1,2,0,6.0,12240.0,101334.0,5320.0,0,1,0,1,3,0
0,48.0,0,7.0,1,0,1,10.0,24601.0,128982.0,8760.0,0,1,3,0,2,0
0,50.0,0,8.0,4,2,3,7.0,30956.0,166846.0,17400.0,0,0,4,0,4,0
1,36.0,2,12.0,4,0,0,1.0,32474.0,108745.0,8350.0,0,0,4,1,2,0
0,35.0,0,10.0,11,0,1,4.0,18047.0,97247.0,6950.0,0,0,0,0,2,0
0,48.0,0,9.0,1,4,2,9.0,29928.0,102900.0,17630.0,0,0,4,1,5,0
0,46.0,0,13.0,10,2,0,9.0,72383.0,224700.0,13340.0,0,0,1,1,0,0
1,43.0,1,12.0,1,2,0,6.0,71235.0,0.0,17160.0,1,1,1,1,4,0
0,28.0,2,10.0,4,4,1,1.0,23427.0,98357.0,7040.0,0,0,0,1,3,0
0,40.0,0,12.0,7,2,2,6.0,0.0,0.0,14810.0,0,0,0,1,0,0
1,45.0,2,12.0,7,3,6,9.0,47907.0,0.0,11930.0,1,1,1,1,0,0
0,28.0,4,0.0,1,0,0,6.0,0.0,81076.0,4300.0,1,1,0,1,5,0
0,35.0,0,13.0,1,1,10,1.0,62971.0,0.0,19760.0,0,1,0,0,4,0
0,35.0,0,10.0,1,3,9,16.0,78260.0,259867.0,23610.0,0,0,2,1,5,0
0,32.0,2,0.0,6,2,8,1.0,0.0,0.0,7410.0,0,0,4,0,2,0
1,38.0,3,13.0,10,3,0,8.0,28065.0,112596.0,4310.0,1,1,1,1,0,1
0,32.0,0,8.0,9,1,5,1.0,16720.0,98989.0,16700.0,0,0,0,0,4,1
2,36.0,4,11.0,1,1,7,9.0,36844.0,0.0,21660.0,1,1,1,1,5,1
3,45.0,3,14.0,1,0,0,10.0,51165.0,218258.0,12310.0,0,0,2,1,0,1
